2026-05-29 20:48:25,516 - main - INFO - === Logging system initialized ===
2026-05-29 20:48:25,516 - main - INFO - Log file: logs/app_20260529_204825.log
2026-05-29 20:48:25,516 - main - INFO - Log level: INFO
2026-05-29 20:48:25,516 - main - INFO - Timestamp: 20260529_204825
2026-05-29 20:48:26,378 - main - INFO - Included router: routers.ai_generate.router
2026-05-29 20:48:26,404 - main - INFO - Included router: routers.aihub.router
2026-05-29 20:48:26,422 - main - INFO - Included router: routers.auth.router
2026-05-29 20:48:26,472 - main - INFO - Included router: routers.conversations.router
2026-05-29 20:48:26,474 - main - INFO - Included router: routers.health.router
2026-05-29 20:48:26,523 - main - INFO - Included router: routers.project_files.router
2026-05-29 20:48:26,571 - main - INFO - Included router: routers.projects.router
2026-05-29 20:48:26,579 - main - INFO - Included router: routers.publish.router
2026-05-29 20:48:26,601 - main - INFO - Included router: routers.settings.router
2026-05-29 20:48:26,645 - main - INFO - Included router: routers.storage.router
2026-05-29 20:48:26,655 - main - INFO - Included router: routers.user.router
2026-05-29 20:48:26,699 - main - INFO - Included router: routers.versions.router
2026-05-29 20:48:45,102 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:45,460 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:45,818 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:46,169 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:46,520 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:46,871 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:47,222 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:47,573 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:47,924 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:48,275 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:48,626 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:48,976 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:49,327 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:49,678 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:50,030 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:50,384 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:50,734 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:51,086 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:51,437 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:51,789 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:52,140 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:52,491 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:52,841 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:53,192 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:53,543 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:53,894 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:54,245 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:54,596 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:54,947 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:55,298 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:55,649 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:55,999 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:56,350 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:56,701 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:57,052 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:57,403 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:57,755 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:58,106 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:58,457 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:58,808 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:59,158 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:59,509 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:48:59,860 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:00,212 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:00,563 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:00,914 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:01,265 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:01,616 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:01,967 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:02,318 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:02,669 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:03,020 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:03,371 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:03,722 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:04,073 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:04,423 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:04,775 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:05,126 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:05,479 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:05,830 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:06,181 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:06,534 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:06,885 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:07,236 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:07,586 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:07,937 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:08,288 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:08,639 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:08,990 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:09,341 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:09,692 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:10,043 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:10,393 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:10,744 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:11,095 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:11,446 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:11,797 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:12,148 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:12,499 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:12,850 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:13,201 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:13,551 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:13,902 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:14,253 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:14,611 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:14,962 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:15,313 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:15,664 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:16,015 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:16,416 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:16,767 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:17,118 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:17,469 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:17,820 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:18,171 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:18,522 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:18,873 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:19,224 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:19,575 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:19,926 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:20,277 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:20,628 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204828.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:20,979 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:21,330 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:21,681 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:22,032 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:22,383 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:22,734 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:23,085 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
2026-05-29 20:49:23,436 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_204825.log')}
